species_slug,site,url
homoglaea-californica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9880
homoglaea-carbonaria,bugguide,https://bugguide.net/node/view/628864
homoglaea-carbonaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9883
homoglaea-dives,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9882
homoglaea-hircina,bugguide,https://bugguide.net/node/view/101439
homoglaea-hircina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9881
homorthodes-carneola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10540
homorthodes-communis,bugguide,https://bugguide.net/node/view/104624
homorthodes-communis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10533
homorthodes-discreta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10535
homorthodes-fractura,bugguide,https://bugguide.net/node/view/204471
homorthodes-fractura,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10534
homorthodes-furfurata,bugguide,https://bugguide.net/node/view/143577
homorthodes-furfurata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10532
homorthodes-hanhami,bugguide,https://bugguide.net/node/view/143576
homorthodes-hanhami,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10539
hyalophora-euryalus,bugguide,https://bugguide.net/node/view/42242
hyalophora-euryalus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7770
hyalophora-gloveri,bugguide,https://bugguide.net/node/view/116365
hyalophora-gloveri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7769
hydraecia-medialis,bugguide,https://bugguide.net/node/view/239215
hydraecia-medialis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9510
hydraecia-obliqua,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9512
hydraecia-perobliqua,bugguide,https://bugguide.net/node/view/239223
hydraecia-perobliqua,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9515
hydria-undulata,bugguide,https://bugguide.net/node/view/35019
hydria-undulata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7291
hydriomena-crokeri,bamona,https://www.butterfliesandmoths.org/species/Hydriomena-crokeri
hydriomena-crokeri,bugguide,https://bugguide.net/node/view/207726
hydriomena-crokeri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7247
hydriomena-edenata,bamona,https://www.butterfliesandmoths.org/species/Hydriomena-edenata
hydriomena-edenata,bugguide,https://bugguide.net/node/view/51269
hydriomena-edenata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7232
hydriomena-furcata,bamona,https://www.butterfliesandmoths.org/species/Hydriomena-furcata
hydriomena-furcata,bugguide,https://bugguide.net/node/view/141667
hydriomena-furcata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7257h
hydriomena-perfracta,bugguide,https://bugguide.net/node/view/323863
hydriomena-perfracta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7229
hydroeciodes-serrata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10637
hyles-euphorbiae,bugguide,https://bugguide.net/node/view/26815
hyles-euphorbiae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7892
hyles-gallii,bugguide,https://bugguide.net/node/view/31976
hyles-gallii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7893
hyles-lineata,bugguide,https://bugguide.net/node/view/3071
hyles-lineata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7894
hypena-abalienalis,bugguide,https://bugguide.net/node/view/4237
hypena-abalienalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8445
hypena-atomaria,bugguide,https://bugguide.net/node/view/14841
hypena-atomaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8450
hypena-bijugalis,bugguide,https://bugguide.net/node/view/4784
hypena-bijugalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8443
hypena-californica,bugguide,https://bugguide.net/node/view/95012
hypena-californica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8462
hypena-decorata,bugguide,https://bugguide.net/node/view/511337
hypena-decorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8463
hypena-edictalis,bugguide,https://bugguide.net/node/view/325791
hypena-edictalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8452
hypena-humuli,bugguide,https://bugguide.net/node/view/38909
hypena-humuli,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8461
hypena-modestoides,bugguide,https://bugguide.net/node/view/609806
hypena-modestoides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8464
hypena-palparia,bugguide,https://bugguide.net/node/view/48981
hypena-palparia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8444
hypenodes-fractilinea,bugguide,https://bugguide.net/node/view/199241
hypenodes-fractilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8421
hypenodes-sombrus,bugguide,https://bugguide.net/node/view/221548
hypenodes-sombrus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8423
hypercompe-permaculata,bugguide,https://bugguide.net/node/view/128245
hypercompe-permaculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8144
hyphantria-cunea,bugguide,https://bugguide.net/node/view/453
hyphantria-cunea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8140
hypocoena-basistriga,bugguide,https://bugguide.net/node/view/368693
hypocoena-basistriga,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9439
hypocoena-inquinata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9437
hypocoena-rufostrigata,bugguide,https://bugguide.net/node/view/509628
hypocoena-rufostrigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9440
hypoprepia-inculta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8092
hypoprepia-miniata,bugguide,https://bugguide.net/node/view/16273
hypoprepia-miniata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8089
hyppa-brunneicrista,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9580
hyppa-contrasta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9579
hyppa-indistincta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9581
ianassa-pallida,bugguide,https://bugguide.net/node/view/143049
ianassa-pallida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8014
idaea-dimidiata,bamona,https://www.butterfliesandmoths.org/species/Idaea-dimidiata
idaea-dimidiata,bugguide,https://bugguide.net/node/view/11355
idaea-dimidiata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7126
idia-aemula,bugguide,https://bugguide.net/node/view/16245
idia-aemula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8323
idia-americalis,bugguide,https://bugguide.net/node/view/16249
idia-americalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8322
idia-immaculalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8337
idia-lubricalis,bugguide,https://bugguide.net/node/view/4501
idia-lubricalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8334
idia-occidentalis,bugguide,https://bugguide.net/node/view/575391
idia-occidentalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8334.1
idia-suffusalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8325
ipimorpha-nanaimo,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9552
ipimorpha-pleonectusa,bugguide,https://bugguide.net/node/view/38145
ipimorpha-pleonectusa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9555
ipimorpha-viridipallida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9553
lacanobia-atlantica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10297
lacanobia-grandis,bugguide,https://bugguide.net/node/view/23844
lacanobia-grandis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10300
lacanobia-nevadae,bugguide,https://bugguide.net/node/view/23837
lacanobia-nevadae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10296
lacanobia-radix,bugguide,https://bugguide.net/node/view/37865
lacanobia-radix,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10298
lacanobia-subjuncta,bugguide,https://bugguide.net/node/view/43460
lacanobia-subjuncta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10299
lacinipolia-anguina,bugguide,https://bugguide.net/node/view/45333
lacinipolia-anguina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10372
lacinipolia-bucketti,bugguide,https://bugguide.net/node/view/700576
lacinipolia-bucketti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10406.1
lacinipolia-comis,bugguide,https://bugguide.net/node/view/143581
lacinipolia-comis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10408
lacinipolia-cuneata,bugguide,https://bugguide.net/node/view/42883
lacinipolia-cuneata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10371
lacinipolia-davena,bugguide,https://bugguide.net/node/view/118333
lacinipolia-davena,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10407
lacinipolia-longiclava,bugguide,https://bugguide.net/node/view/642219
lacinipolia-longiclava,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10374
lacinipolia-lorea,bugguide,https://bugguide.net/node/view/10813
lacinipolia-lorea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10405
lacinipolia-lustralis,bugguide,https://bugguide.net/node/view/656067
lacinipolia-lustralis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10370
lacinipolia-meditata,bugguide,https://bugguide.net/node/view/84078
lacinipolia-meditata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10368
lacinipolia-olivacea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10406
lacinipolia-patalis,bugguide,https://bugguide.net/node/view/117937
lacinipolia-patalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10423
lacinipolia-pensilis,bugguide,https://bugguide.net/node/view/143583
lacinipolia-pensilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10395
lacinipolia-quadrilineata,bugguide,https://bugguide.net/node/view/217506
lacinipolia-quadrilineata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10422
lacinipolia-rectilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10409
lacinipolia-renigera,bugguide,https://bugguide.net/node/view/10814
lacinipolia-renigera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10397
lacinipolia-sareta,bugguide,https://bugguide.net/node/view/1225282/bgimage
lacinipolia-sareta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10395.1
lacinipolia-stenotis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10382
lacinipolia-stricta,bugguide,https://bugguide.net/node/view/76502
lacinipolia-stricta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10398
lacinipolia-strigicollis,bugguide,https://bugguide.net/node/view/92973
lacinipolia-strigicollis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10415
lasionycta-brunnea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.1
lasionycta-caesia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.2
lasionycta-carolynae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10338.1
lasionycta-fergusoni,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10362.1
lasionycta-frigida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.2
lasionycta-gelida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346.3
lasionycta-haida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10360.1
lasionycta-illima,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.1
lasionycta-impingens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10339
lasionycta-lagganata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10338
lasionycta-leucocycla,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10336
lasionycta-luteola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10342
lasionycta-macleani,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10345
lasionycta-mutilata,bugguide,https://bugguide.net/node/view/204443
lasionycta-mutilata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10360
lasionycta-perplexa,bugguide,https://bugguide.net/node/view/314568
lasionycta-perplexa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10352
lasionycta-perplexella,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10352.1
lasionycta-poca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348
lasionycta-promulsa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10344
lasionycta-pulverea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10345.1
lasionycta-quadrilunata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10335
lasionycta-sasquatch,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10348.3
lasionycta-silacea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10345.2
lasionycta-staudingeri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10334
lasionycta-subfuscula,bugguide,https://bugguide.net/node/view/136918
lasionycta-subfuscula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10358
lasionycta-taigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10339.4
lasionycta-uniformis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10346
lateroligia-ophiogramma,bugguide,https://bugguide.net/node/view/24320
lateroligia-ophiogramma,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9385.1
leptarctia-californiae,bugguide,https://bugguide.net/node/view/48977
leptarctia-californiae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8126
leucania-anteroclara,mpg,https://mothphotographersgroup.msstate.edu/checklist.php?plate=28E
leucania-commoides,bugguide,https://bugguide.net/node/view/10799
leucania-commoides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10447
leucania-dia,bugguide,https://bugguide.net/node/view/434797
leucania-dia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10449.1
leucania-farcta,bugguide,https://bugguide.net/node/view/68888
leucania-farcta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10441
leucania-insueta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10449
leucania-multilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10446
leucania-oregona,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10441.1
leucobrephos-brephoides,bamona,https://www.butterfliesandmoths.org/species/Leucobrephos-brephoides
leucobrephos-brephoides,bugguide,https://bugguide.net/node/view/261467
leucobrephos-brephoides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6257
leucoma-salicis,bugguide,https://bugguide.net/node/view/27833
leucoma-salicis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8319
litholomia-napaea,bugguide,https://bugguide.net/node/view/15199
litholomia-napaea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9884
lithomoia-germana,bugguide,https://bugguide.net/node/view/498792
lithomoia-germana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9878
lithophane-amanda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9891
lithophane-atara,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9924
lithophane-baileyi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9902
lithophane-boogeri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9898.1
lithophane-contenta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9901
lithophane-dilatocula,bugguide,https://bugguide.net/node/view/45758
lithophane-dilatocula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9923
lithophane-disposita,bugguide,https://bugguide.net/node/view/334161
lithophane-disposita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9892
lithophane-fagina,bugguide,https://bugguide.net/node/view/15086
lithophane-fagina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9917
lithophane-gausapata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9896
lithophane-georgii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9913
lithophane-innominata,bugguide,https://bugguide.net/node/view/82863
lithophane-innominata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9888
lithophane-itata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9920
lithophane-jeffreyi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9924.2
lithophane-pertorrida,bugguide,https://bugguide.net/node/view/227340
lithophane-pertorrida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9912
lithophane-petulca,bugguide,https://bugguide.net/node/view/13291
lithophane-petulca,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9889
lithophane-pexata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9922
lithophane-ponderosa,bugguide,https://bugguide.net/node/view/618476
lithophane-ponderosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9924.1
lithophane-thaxteri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9928
litocala-sexsignata,bugguide,https://bugguide.net/node/view/50250
litocala-sexsignata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8597
lobophora-nivigerata,bamona,https://www.butterfliesandmoths.org/species/Lobophora-nivigerata
lobophora-nivigerata,bugguide,https://bugguide.net/node/view/13454
lobophora-nivigerata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7640
lophocampa-argentata,bugguide,https://bugguide.net/node/view/43315
lophocampa-argentata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8209
lophocampa-maculata,bugguide,https://bugguide.net/node/view/5241
lophocampa-maculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8214
lophocampa-roseata,bugguide,https://bugguide.net/node/view/247272
lophocampa-roseata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8206
lycomorpha-pholus,bugguide,https://bugguide.net/node/view/7993
lycomorpha-pholus,mpg,https://mothphotographersgroup.msstate.edu/species.php?phylo=930201
lycophotia-phyllophora,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11010
lygephila-victoria,bugguide,https://bugguide.net/node/view/70164
lygephila-victoria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8563
lymantria-dispar,bugguide,https://bugguide.net/node/view/8780
lymantria-dispar,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8318
macaria-adonis,bamona,https://www.butterfliesandmoths.org/species/Macaria-adonis
macaria-adonis,bugguide,https://bugguide.net/node/view/69577
macaria-adonis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6338
macaria-aemulataria,bamona,https://www.butterfliesandmoths.org/species/Macaria-aemulataria
macaria-aemulataria,bugguide,https://bugguide.net/node/view/11558
macaria-aemulataria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6326
macaria-marmorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6349
macaria-notata,bamona,https://www.butterfliesandmoths.org/species/Macaria-notata
macaria-notata,bugguide,https://bugguide.net/node/view/168987
macaria-notata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6330
macaria-oweni,bamona,https://www.butterfliesandmoths.org/species/Macaria-oweni
macaria-oweni,bugguide,https://bugguide.net/node/view/247836
macaria-oweni,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6351
macaria-sexmaculata,bamona,https://www.butterfliesandmoths.org/species/Macaria-sexmaculata
macaria-sexmaculata,bugguide,https://bugguide.net/node/view/27700
macaria-sexmaculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6343
macaria-signaria,bamona,https://www.butterfliesandmoths.org/species/Macaria-signaria
macaria-signaria,bugguide,https://bugguide.net/node/view/11540
macaria-signaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6344
macaria-submarmorata,bamona,https://www.butterfliesandmoths.org/species/Macaria-submarmorata
macaria-submarmorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6350
macaria-unipunctaria,bugguide,https://bugguide.net/node/view/83437
macaria-unipunctaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6346
macronoctua-onusta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9452
malacosoma-californicum,bugguide,https://bugguide.net/node/view/3824
malacosoma-constrictum,bugguide,https://bugguide.net/node/view/163464
malacosoma-disstria,bugguide,https://bugguide.net/node/view/560
malacosoma-disstria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7698
mamestra-configurata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10271
mamestra-curialis,bugguide,https://bugguide.net/node/view/1050244
mamestra-curialis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10272
manduca-quinquemaculata,bugguide,https://bugguide.net/node/view/5011
manduca-quinquemaculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7776
manduca-sexta,bugguide,https://bugguide.net/node/view/3244
manduca-sexta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7775
manulea-bicolor,bugguide,https://bugguide.net/node/view/40897
manulea-bicolor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8043
marathyssa-inficita,bugguide,https://bugguide.net/node/view/7820
marathyssa-inficita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8955
megalographa-biloba,bugguide,https://bugguide.net/node/view/28250
megalographa-biloba,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8907
meganola-minuscula,bugguide,https://bugguide.net/node/view/17422
meganola-minuscula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8983
melanapamea-mixta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9361
melanchra-adjuncta,bugguide,https://bugguide.net/node/view/18378
melanchra-adjuncta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10292
melanchra-assimilis,bugguide,https://bugguide.net/node/view/29232
melanchra-assimilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10295
melanchra-picta,bugguide,https://bugguide.net/node/view/29233
melanchra-picta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10293
melanchra-pulverulenta,bugguide,https://bugguide.net/node/view/482111
melanchra-pulverulenta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10294
melipotis-indomita,bugguide,https://bugguide.net/node/view/92670
melipotis-indomita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8600
melipotis-jucunda,bugguide,https://bugguide.net/node/view/23072
melipotis-jucunda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8607
mesapamea-fractilinea,bugguide,https://bugguide.net/node/view/606869
mesapamea-fractilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9406
mesogona-olivata,bugguide,https://bugguide.net/node/view/242757
mesogona-olivata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9953
mesogona-rubra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9953.1
mesogona-subcuprea,bugguide,https://bugguide.net/node/view/143820
mesogona-subcuprea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9953.2
mesoleuca-gratulata,bamona,https://www.butterfliesandmoths.org/species/Mesoleuca-gratulata
mesoleuca-gratulata,bugguide,https://bugguide.net/node/view/13933
mesoleuca-gratulata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7308
metalectra-bigallis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8501
metanema-inatomaria,bamona,https://www.butterfliesandmoths.org/species/Metanema-inatomaria
metanema-inatomaria,bugguide,https://bugguide.net/node/view/22601
metanema-inatomaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6819
microhelia-angelica,bugguide,https://bugguide.net/node/view/113960
microhelia-angelica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11056
mniotype-ducta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9987
mniotype-pallescens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9983
mniotype-tenera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9988
mycterophora-inexplicata,bugguide,https://bugguide.net/node/view/622630
mycterophora-inexplicata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8413
mycterophora-longipalpata,bugguide,https://bugguide.net/node/view/74724
mycterophora-longipalpata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8415
mycterophora-monticola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8414
mycterophora-rubricans,bugguide,https://bugguide.net/node/view/494506
mycterophora-rubricans,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8417
mythimna-oxygala,bugguide,https://bugguide.net/node/view/10810
mythimna-oxygala,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10436
mythimna-unipuncta,bugguide,https://bugguide.net/node/view/10901
mythimna-unipuncta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10438
mythimna-yuconensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10437
nadata-gibbosa,bugguide,https://bugguide.net/node/view/425
nadata-gibbosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7915
nadata-oregonensis,bugguide,https://bugguide.net/node/view/77507
nadata-oregonensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7916
nedra-hoeffleri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9585
nedra-stewarti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9583
neleucania-praegracilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10613
nematocampa-resistaria,bamona,https://www.butterfliesandmoths.org/species/Nematocampa-resistaria
nematocampa-resistaria,bugguide,https://bugguide.net/node/view/3977
nematocampa-resistaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7010
nemoria-darwiniata,bamona,https://www.butterfliesandmoths.org/species/Nemoria-darwiniata
nemoria-darwiniata,bugguide,https://bugguide.net/node/view/42928
nemoria-darwiniata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7035
neoalcis-californiaria,bamona,https://www.butterfliesandmoths.org/species/Neoalcis-californiaria
neoalcis-californiaria,bugguide,https://bugguide.net/node/view/9696
neoalcis-californiaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6435
neogrotella-spaldingi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11232
neoligia-albirena,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9413.4
neoligia-invenusta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9413.2
neoligia-lancea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9413.5
neoligia-lillooet,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9413.6
neoligia-subjuncta,bugguide,https://bugguide.net/node/view/413005
neoligia-subjuncta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9412
neoligia-tonsa,bugguide,https://bugguide.net/node/view/582899
neoligia-tonsa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9413
nephelodes-demaculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10525
