species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
acronicta-vulpina,53.061,-115.638,AB,,unassigned,,,,
malacosoma-disstria,50.2,-114.44,AB,,unassigned,,,,
raphia-frater,52.322,-112.88,AB,,unassigned,,,,
acronicta-cyanescens,51.167,-115.566,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.466,AB,,unassigned,,,,
lasionycta-fergusoni,50.2,-114.44,AB,,unassigned,,,,
lasionycta-promulsa,51.167,-115.566,AB,,unassigned,,,,
acronicta-grisea,53.326,-113.092,AB,,unassigned,,,,
raphia-frater,50.044,-110.675,AB,,unassigned,,,,
raphia-frater,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.326,-113.092,AB,,unassigned,,,,
acronicta-oblinita,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,52.92,-114.53,AB,,unassigned,,,,
acronicta-impressa,52.31,-113.05,AB,,unassigned,,,,
raphia-frater,50.044,-110.675,AB,,unassigned,,,,
brachylomia-populi,53.08,-117.99,AB,,unassigned,,,,
acronicta-mansueta,50.667,-112.867,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.466,AB,,unassigned,,,,
acronicta-americana,50.044,-110.675,AB,,unassigned,,,,
anarta-trifolii,49.694,-112.842,AB,,unassigned,,,,
euxoa-catenula,49.694,-112.842,AB,,unassigned,,,,
spaelotis-bicava,49.694,-112.842,AB,,unassigned,,,,
acronicta-insularis,52.269,-111.95,AB,,unassigned,,,,
acronicta-vulpina,52.92,-114.53,AB,,unassigned,,,,
ipimorpha-pleonectusa,49.694,-112.842,AB,,unassigned,,,,
acronicta-lepusculina,51.84,-112.75,AB,,unassigned,,,,
sympistis-anweileri,53.94,-119.18,AB,,unassigned,,,,
raphia-frater,52.322,-112.88,AB,,unassigned,,,,
acronicta-hasta,53.55,-113.47,AB,,unassigned,,,,
acronicta-lepusculina,49.52,-111.224,AB,,unassigned,,,,
acronicta-oblinita,52.31,-113.05,AB,,unassigned,,,,
panthea-furcilla,53.95,-113.203,AB,,unassigned,,,,
apamea-cinefacta,49.694,-112.842,AB,,unassigned,,,,
panthea-virginarius,49.294,-114.273,AB,,unassigned,,,,
feltia-jaculifera,53.94,-119.18,AB,,unassigned,,,,
acronicta-impleta,53.01,-114.5,AB,,unassigned,,,,
raphia-frater,52.31,-113.05,AB,,unassigned,,,,
euxoa-servitus,50.2,-114.44,AB,,unassigned,,,,
anathix-puta,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
phyllodesma-americana,49.63,-114.58,AB,,unassigned,,,,
homoglaea-carbonaria,53.367,-117.683,AB,,unassigned,,,,
mesapamea-fractilinea,49.694,-112.842,AB,,unassigned,,,,
acronicta-lanceolaria,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
acronicta-fragilis,52.727,-110.367,AB,,unassigned,,,,
acronicta-impressa,53.95,-113.203,AB,,unassigned,,,,
abagrotis-placida,53.94,-119.18,AB,,unassigned,,,,
raphia-frater,52.727,-110.367,AB,,unassigned,,,,
acronicta-impleta,53.01,-114.5,AB,,unassigned,,,,
hemileuca-nuteglan,42.75,-119.5,OR,,assigned-contained,,US:41025,,
acronicta-grisea,53.566,-113.822,AB,,unassigned,,,,
acronicta-insita,53.326,-113.092,AB,,unassigned,,,,
euxoa-vallus,50.2,-114.44,AB,,unassigned,,,,
melanchra-picta,49.694,-112.842,AB,,unassigned,,,,
acronicta-fragilis,53.01,-114.5,AB,,unassigned,,,,
raphia-frater,53.55,-113.466,AB,,unassigned,,,,
acronicta-impressa,52.45,-110.23,AB,,unassigned,,,,
acronicta-insita,51.84,-112.75,AB,,unassigned,,,,
acronicta-impressa,51.84,-112.75,AB,,unassigned,,,,
acronicta-oblinita,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
papestra-cristifera,50.2,-114.44,BC,,unassigned,,,,
raphia-frater,52.31,-113.05,AB,,unassigned,,,,
euxoa-intrita,49.694,-112.842,AB,,unassigned,,,,
acronicta-insularis,52.31,-113.05,AB,,unassigned,,,,
acronicta-oblinita,53.01,-114.5,AB,,unassigned,,,,
alypia-langtoni,52,-115.38,AB,,unassigned,,,,
hyppa-contrasta,50.2,-114.44,AB,,unassigned,,,,
tarache-augustipennis,49.694,-112.842,AB,,unassigned,,,,
syngrapha-borea,51.7,-116.49,AB,,unassigned,,,,
lacinipolia-olivacea,50.2,-114.44,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
hemileuca-nuteglan,42.75,-119.5,OR,,assigned-contained,,US:41025,,
raphia-frater,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
raphia-frater,53.326,-113.092,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.47,AB,,unassigned,,,,
syngrapha-alias,53.94,-119.18,AB,,unassigned,,,,
raphia-frater,52.322,-112.883,AB,,unassigned,,,,
acronicta-insita,53.944,-112.924,AB,,unassigned,,,,
acronicta-insularis,52.31,-113.05,AB,,unassigned,,,,
acronicta-oblinita,53.55,-113.47,AB,,unassigned,,,,
acronicta-fragilis,52.322,-112.883,AB,,unassigned,,,,
acronicta-innotata,49.073,-113.889,AB,,unassigned,,,,
acronicta-oblinita,53.097,-118.004,AB,,unassigned,,,,
lasionycta-promulsa,50.2,-114.44,AB,,unassigned,,,,
raphia-frater,52.322,-112.883,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
acronicta-fragilis,53.01,-114.5,AB,,unassigned,,,,
lasionycta-uniformis,52.18,-117.1,AB,,unassigned,,,,
lasionycta-luteola,52.18,-117.1,AB,,unassigned,,,,
acronicta-impleta,53.01,-114.5,AB,,unassigned,,,,
acronicta-lepusculina,53.117,-110.217,AB,,unassigned,,,,
acronicta-grisea,53.097,-118.004,AB,,unassigned,,,,
euxoa-perolivalis,49.694,-112.842,AB,,unassigned,,,,
raphia-frater,51.84,-112.75,AB,,unassigned,,,,
raphia-frater,52.322,-112.883,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
acronicta-hasta,52.31,-113.05,AB,,unassigned,,,,
acronicta-impleta,53.326,-113.092,AB,,unassigned,,,,
acronicta-oblinita,53.566,-113.822,AB,,unassigned,,,,
resapamea-passer,49.694,-112.842,AB,,unassigned,,,,
acronicta-innotata,53.326,-113.092,AB,,unassigned,,,,
acronicta-lupini,51.167,-115.566,AB,,unassigned,,,,
apamea-inficita,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
acronicta-insularis,53.55,-113.47,AB,,unassigned,,,,
acronicta-impressa,53.117,-110.217,AB,,unassigned,,,,
sympistis-glennyi,50.2,-114.44,AB,,unassigned,,,,
hemileuca-nuteglan,42.043,-122.891,OR,,assigned-contained,,US:41029,,
euxoa-ochrogaster,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,52.356,-113.757,AB,,unassigned,,,,
acronicta-hasta,53.944,-112.924,AB,,unassigned,,,,
caradrina-montana,53.08,-117.99,AB,,unassigned,,,,
acronicta-grisea,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.097,-118.004,AB,,unassigned,,,,
acronicta-innotata,54.28,-114.685,AB,,unassigned,,,,
acronicta-radcliffei,52.356,-113.757,AB,,unassigned,,,,
apamea-niveivenosa,49.694,-112.842,AB,,unassigned,,,,
mesapamea-fractilinea,49.694,-112.842,AB,,unassigned,,,,
acronicta-grisea,52.322,-112.883,AB,,unassigned,,,,
acronicta-quadrata,49.083,-113.882,AB,,unassigned,,,,
sympistis-pudorata,50.2,-114.44,AB,,unassigned,,,,
apamea-zeta,51.7,-116.49,AB,,unassigned,,,,
lacinipolia-sareta,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,53.566,-113.822,AB,,unassigned,,,,
panthea-acronyctoides,52.451,-115.011,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
catocala-briseis,51.12,-112.98,AB,,unassigned,,,,
acronicta-grisea,53.011,-118.09,AB,,unassigned,,,,
paradiarsia-littoralis,50.2,-114.44,AB,,unassigned,,,,
raphia-frater,53.326,-113.092,AB,,unassigned,,,,
graphiphora-augur,51.77,-116.56,AB,,unassigned,,,,
caenurgina-crassiuscula,50.2,-114.44,AB,,unassigned,,,,
acronicta-insita,52.31,-113.05,AB,,unassigned,,,,
lacinipolia-olivacea,49.694,-112.842,AB,,unassigned,,,,
lacinipolia-meditata,50.2,-114.44,AB,,unassigned,,,,
acronicta-quadrata,50.85,-113.967,AB,,unassigned,,,,
euxoa-adumbrata,50.85,-113.967,AB,,unassigned,,,,
raphia-frater,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.47,AB,,unassigned,,,,
acronicta-insita,51.05,-114.083,AB,,unassigned,,,,
acronicta-oblinita,52.31,-113.05,AB,,unassigned,,,,
raphia-frater,52.31,-113.05,AB,,unassigned,,,,
acronicta-fragilis,52.322,-112.883,AB,,unassigned,,,,
anagrapha-falcifera,51.05,-114.08,AB,,unassigned,,,,
acronicta-insita,52.356,-113.757,AB,,unassigned,,,,
panthea-acronyctoides,52.873,-118.114,AB,,unassigned,,,,
acronicta-impressa,53.564,-113.824,AB,,unassigned,,,,
anagrapha-falcifera,51.667,-114.133,AB,,unassigned,,,,
acronicta-hasta,52.717,-110.347,AB,,unassigned,,,,
acronicta-lanceolaria,52.717,-110.347,AB,,unassigned,,,,
acronicta-vulpina,49.083,-113.882,AB,,unassigned,,,,
tarache-augustipennis,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,52.17,-113.46,AB,,unassigned,,,,
pseudohermonassa-tenuicula,53.18,-117.96,AB,,unassigned,,,,
acronicta-impleta,53.55,-113.47,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
acronicta-impressa,53.55,-113.47,AB,,unassigned,,,,
acronicta-impleta,53.55,-113.47,AB,,unassigned,,,,
acronicta-impleta,53.55,-113.47,AB,,unassigned,,,,
diarsia-dislocata,52.467,-116.083,AB,,unassigned,,,,
acronicta-lupini,53.205,-117.926,AB,,unassigned,,,,
acronicta-grisea,52.322,-112.883,AB,,unassigned,,,,
panthea-acronyctoides,52.972,-118.06,AB,,unassigned,,,,
acronicta-impressa,52.382,-113.795,AB,,unassigned,,,,
acronicta-vulpina,52.322,-112.883,AB,,unassigned,,,,
eurois-occulta,52.77,-118.03,AB,,unassigned,,,,
panthea-virginarius,49.908,-114.402,AB,,unassigned,,,,
syngrapha-parilis,52.9,-117.4,AB,,unassigned,,,,
graphiphora-augur,53.94,-119.18,AB,,unassigned,,,,
acronicta-impressa,53.326,-113.092,AB,,unassigned,,,,
raphia-frater,52.154,-113.469,AB,,unassigned,,,,
euxoa-ochrogaster,50.2,-114.44,AB,,unassigned,,,,
acronicta-impressa,52.322,-112.883,AB,,unassigned,,,,
anarta-oregonica,50.2,-114.44,AB,,unassigned,,,,
raphia-frater,49.694,-112.842,AB,,unassigned,,,,
acronicta-fragilis,52.46,-112.88,AB,,unassigned,,,,
anarta-trifolii,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,53.566,-113.822,AB,,unassigned,,,,
panthea-acronyctoides,49.902,-114.389,AB,,unassigned,,,,
acronicta-grisea,51.05,-114.083,AB,,unassigned,,,,
acronicta-insularis,53.517,-114.233,AB,,unassigned,,,,
acronicta-insita,54.257,-111.008,AB,,unassigned,,,,
lasionycta-quadrilunata,52.99,-117.46,AB,,unassigned,,,,
acronicta-insita,51.05,-114.083,AB,,unassigned,,,,
euxoa-intrita,49.694,-112.842,AB,,unassigned,,,,
acronicta-insita,53.55,-113.47,AB,,unassigned,,,,
acronicta-vulpina,51.05,-114.083,AB,,unassigned,,,,
acronicta-hasta,50.755,-113.131,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
hemileuca-eglanterina,49.6,-114.47,AB,,unassigned,,,,
acronicta-impressa,52.322,-112.883,AB,,unassigned,,,,
protolampra-rufipectus,51.77,-116.56,AB,,unassigned,,,,
acronicta-insita,53.55,-113.47,AB,,unassigned,,,,
raphia-frater,52.322,-112.883,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
euxoa-vallus,52.18,-117.1,AB,,unassigned,,,,
lasionycta-promulsa,50.209,-114.458,AB,,unassigned,,,,
syngrapha-angulidens,52.77,-118.03,AB,,unassigned,,,,
acronicta-fragilis,52.322,-112.883,AB,,unassigned,,,,
acronicta-hasta,52.322,-112.883,AB,,unassigned,,,,
acronicta-impleta,51.8,-113.02,AB,,unassigned,,,,
acronicta-lupini,52.18,-117.1,AB,,unassigned,,,,
polia-purpurissata,50.2,-114.44,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.466,AB,,unassigned,,,,
acronicta-innotata,53.517,-114.233,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.466,AB,,unassigned,,,,
acronicta-fragilis,53.326,-113.092,AB,,unassigned,,,,
raphia-frater,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,52.912,-117.989,AB,,unassigned,,,,
acronicta-hasta,52.46,-112.88,AB,,unassigned,,,,
hemileuca-nuteglan,43.471,-121.864,OR,,assigned-contained,,US:41035,,
raphia-frater,50.757,-113.132,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
autographa-californica,49.694,-112.842,AB,,unassigned,,,,
acronicta-grisea,52.46,-112.88,AB,,unassigned,,,,
lacinipolia-pensilis,53.94,-119.18,AB,,unassigned,,,,
raphia-frater,52.46,-112.88,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
anagrapha-falcifera,49.694,-112.842,AB,,unassigned,,,,
acronicta-oblinita,53.566,-113.822,AB,,unassigned,,,,
acronicta-impressa,52.46,-112.88,AB,,unassigned,,,,
euxoa-tristicula,49.694,-112.842,AB,,unassigned,,,,
acronicta-fragilis,53.566,-113.822,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.47,AB,,unassigned,,,,
acronicta-hasta,51.8,-113.02,AB,,unassigned,,,,
acronicta-impressa,52.46,-112.88,AB,,unassigned,,,,
acronicta-impressa,53.55,-113.47,AB,,unassigned,,,,
acronicta-quadrata,51.05,-114.083,AB,,unassigned,,,,
acronicta-grisea,53.566,-113.822,AB,,unassigned,,,,
feltia-jaculifera,52.92,-118.03,AB,,unassigned,,,,
raphia-frater,53.01,-114.5,AB,,unassigned,,,,
autographa-californica,51.667,-114.133,AB,,unassigned,,,,
hydraecia-medialis,49.694,-112.842,AB,,unassigned,,,,
sympistis-cibalis,49.694,-112.842,AB,,unassigned,,,,
polia-rogenhoferi,52.18,-117.1,AB,,unassigned,,,,
caenurgina-crassiuscula,49.1,-110.56,AB,,unassigned,,,,
apamea-zeta,51.71,-116.5,AB,,unassigned,,,,
acronicta-impressa,51.8,-113.02,AB,,unassigned,,,,
acronicta-impleta,53.55,-113.47,AB,,unassigned,,,,
acronicta-grisea,53.097,-118.004,AB,,unassigned,,,,
acronicta-impressa,51.05,-114.083,AB,,unassigned,,,,
hydraecia-medialis,49.694,-112.842,AB,,unassigned,,,,
apamea-scoparia,49.694,-112.842,AB,,unassigned,,,,
autographa-ampla,52.77,-118.03,AB,,unassigned,,,,
acronicta-impressa,53.55,-113.47,AB,,unassigned,,,,
acronicta-fragilis,52.552,-113.64,AB,,unassigned,,,,
acronicta-hasta,51.375,-113.05,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
hypocoena-rufostrigata,50.2,-114.44,AB,,unassigned,,,,
acronicta-grisea,51.05,-114.083,AB,,unassigned,,,,
acronicta-innotata,53.566,-113.822,AB,,unassigned,,,,
autographa-sansoni,51.71,-116.49,AB,,unassigned,,,,
euxoa-ridingsiana,51.834,-113.011,AB,,unassigned,,,,
polia-rogenhoferi,52.85,-117.283,AB,,unassigned,,,,
raphia-frater,50.757,-113.132,AB,,unassigned,,,,
diarsia-dislocata,50.2,-114.44,AB,,unassigned,,,,
apamea-cogitata,49.694,-112.842,AB,,unassigned,,,,
lasionycta-mutilata,51.717,-116.5,AB,,unassigned,,,,
abagrotis-placida,52.92,-118.03,AB,,unassigned,,,,
acronicta-fragilis,52.322,-112.883,AB,,unassigned,,,,
acronicta-fragilis,53.01,-114.5,AB,,unassigned,,,,
acronicta-innotata,53.326,-113.092,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
acronicta-impressa,52.025,-112.945,AB,,unassigned,,,,
mesapamea-fractilinea,49.694,-112.842,AB,,unassigned,,,,
acronicta-insita,53.55,-113.47,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
apamea-inficita,50.2,-114.44,AB,,unassigned,,,,
alypia-langtoni,52,-115.38,AB,,unassigned,,,,
acronicta-fragilis,53.01,-114.5,AB,,unassigned,,,,
acronicta-oblinita,53.566,-113.822,AB,,unassigned,,,,
acronicta-grisea,52.552,-113.64,AB,,unassigned,,,,
apantesis-williamsii,52.77,-118.03,AB,,unassigned,,,,
acronicta-fragilis,51.959,-112.746,AB,,unassigned,,,,
acronicta-vulpina,51.05,-114.083,AB,,unassigned,,,,
acronicta-vulpina,53.326,-113.092,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
euxoa-maimes,53.08,-117.99,AB,,unassigned,,,,
acronicta-grisea,52.322,-112.883,AB,,unassigned,,,,
acronicta-innotata,52.552,-113.64,AB,,unassigned,,,,
acronicta-vulpina,53.517,-114.233,AB,,unassigned,,,,
acronicta-oblinita,53.326,-113.092,AB,,unassigned,,,,
acronicta-insita,53.55,-113.47,AB,,unassigned,,,,
acronicta-vulpina,52.322,-112.883,AB,,unassigned,,,,
acronicta-grisea,53.566,-113.822,AB,,unassigned,,,,
acronicta-insularis,53.416,-112.95,AB,,unassigned,,,,
feltia-jaculifera,49.694,-112.842,AB,,unassigned,,,,
xestia-imperita,51.77,-116.56,AB,,unassigned,,,,
arctia-plantaginis,50.2,-114.52,AB,,unassigned,,,,
caenurgina-erechtea,51.3,-112.32,AB,,assigned-contained,,CA:4804,,
nephelodes-minians,49.694,-112.842,AB,,unassigned,,,,
hemileuca-nuteglan,43.47,-121.86,OR,,assigned-contained,,US:41035,,
acronicta-vulpina,53.382,-112.19,AB,,unassigned,,,,
euxoa-pallipennis,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,51.05,-114.083,AB,,unassigned,,,,
syngrapha-ignea,50.2,-114.516,AB,,unassigned,,,,
acronicta-innotata,53.55,-113.47,AB,,unassigned,,,,
idia-immaculalis,49.694,-112.842,AB,,unassigned,,,,
acronicta-oblinita,53.382,-112.19,AB,,unassigned,,,,
acronicta-impleta,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
raphia-frater,53.566,-113.822,AB,,unassigned,,,,
syngrapha-orophila,52.18,-117.1,AB,,unassigned,,,,
acronicta-lepusculina,51.05,-114.083,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
acronicta-hasta,51.958,-112.942,AB,,unassigned,,,,
raphia-frater,52.46,-112.88,AB,,unassigned,,,,
acronicta-impressa,51.959,-112.746,AB,,unassigned,,,,
acronicta-lepusculina,53.55,-113.466,AB,,unassigned,,,,
hyalophora-gloveri,51.118,-114.222,AB,,unassigned,,,,
acronicta-quadrata,51.05,-114.083,AB,,unassigned,,,,
hydraecia-medialis,49.694,-112.842,AB,,unassigned,,,,
acronicta-oblinita,53.564,-113.824,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
acronicta-mansueta,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
acronicta-impressa,53.326,-113.092,AB,,unassigned,,,,
acronicta-innotata,53.01,-114.5,AB,,unassigned,,,,
enargia-fausta,52.77,-118.03,AB,,unassigned,,,,
acronicta-fragilis,52.322,-112.883,AB,,unassigned,,,,
syngrapha-ignea,52.12,-115.75,AB,,unassigned,,,,
acronicta-hasta,50.752,-113.13,AB,,unassigned,,,,
abagrotis-hermina,51.834,-113.011,AB,,unassigned,,,,
euxoa-intrita,49.694,-112.842,AB,,unassigned,,,,
syngrapha-orophila,50.2,-114.44,AB,,unassigned,,,,
agrotis-vetusta,49.694,-112.842,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
hypocoena-inquinata,53.55,-113.466,AB,,unassigned,,,,
euxoa-quebecensis,53.08,-117.99,AB,,unassigned,,,,
amphipyra-glabella,49.694,-112.842,AB,,unassigned,,,,
raphia-frater,52.552,-113.64,AB,,unassigned,,,,
acronicta-vulpina,53.01,-114.5,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
polia-purpurissata,50.2,-114.44,AB,,unassigned,,,,
enargia-fausta,53.94,-119.18,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
syngrapha-borea,52.18,-117.1,AB,,unassigned,,,,
acronicta-grisea,52.46,-112.88,AB,,unassigned,,,,
acronicta-hasta,52.322,-112.883,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
euxoa-ochrogaster,49.694,-112.842,AB,,unassigned,,,,
acronicta-fragilis,53.326,-113.092,AB,,unassigned,,,,
acronicta-impressa,52.53,-113.65,AB,,unassigned,,,,
acronicta-fragilis,52.46,-112.88,AB,,unassigned,,,,
acronicta-oblinita,53.382,-112.19,AB,,unassigned,,,,
feltia-nigrita,52.467,-116.083,AB,,unassigned,,,,
abagrotis-hermina,53.08,-117.99,AB,,unassigned,,,,
acronicta-impleta,53.01,-114.5,AB,,unassigned,,,,
euxoa-ochrogaster,53.08,-117.99,AB,,unassigned,,,,
acronicta-insularis,53.55,-113.47,AB,,unassigned,,,,
agrotis-venerabilis,49.694,-112.842,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
lasionycta-promulsa,50.2,-114.44,AB,,unassigned,,,,
apantesis-williamsii,52.92,-118.03,AB,,unassigned,,,,
syngrapha-alias,51.167,-115.566,AB,,unassigned,,,,
drasteria-petricola,49.63,-114.58,AB,,unassigned,,,,
euxoa-basalis,49.694,-112.842,AB,,unassigned,,,,
acronicta-vulpina,52.46,-112.88,AB,,unassigned,,,,
raphia-frater,52.46,-112.88,AB,,unassigned,,,,
acronicta-fragilis,53.01,-114.5,AB,,unassigned,,,,
euxoa-servitus,49.694,-112.842,AB,,unassigned,,,,
acronicta-lanceolaria,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
acronicta-innotata,53.326,-113.092,AB,,unassigned,,,,
acronicta-vulpina,54.594,-111.543,AB,,unassigned,,,,
acronicta-impressa,53.326,-113.092,AB,,unassigned,,,,
acronicta-insita,54.594,-111.543,AB,,unassigned,,,,
raphia-frater,53.55,-113.47,AB,,unassigned,,,,
acronicta-grisea,53.01,-114.5,AB,,unassigned,,,,
euxoa-plagigera,49.694,-112.842,AB,,unassigned,,,,
polychrysia-esmeralda,53.94,-119.18,AB,,unassigned,,,,
acronicta-insularis,52.152,-112.706,AB,,unassigned,,,,
raphia-frater,50.752,-113.13,AB,,unassigned,,,,
acronicta-lepusculina,51.05,-114.083,AB,,unassigned,,,,
acronicta-fragilis,53.55,-113.47,AB,,unassigned,,,,
acronicta-quadrata,51.05,-114.083,AB,,unassigned,,,,
acronicta-fragilis,52.46,-112.88,AB,,unassigned,,,,
acronicta-lanceolaria,50.844,-111.154,AB,,assigned-contained,,CA:4804,,
heliothis-oregonica,49.63,-114.58,AB,,unassigned,,,,
acronicta-impressa,53.01,-114.5,AB,,unassigned,,,,
euxoa-adumbrata,53.94,-119.18,AB,,unassigned,,,,
acronicta-insularis,53.55,-113.47,AB,,unassigned,,,,
acronicta-oblinita,53.564,-113.824,AB,,unassigned,,,,
euxoa-idahoensis,53.08,-117.99,AB,,unassigned,,,,
syngrapha-alticola,50.2,-114.516,AB,,unassigned,,,,
acronicta-fragilis,53.382,-112.19,AB,,unassigned,,,,
acronicta-fragilis,51.959,-112.746,AB,,unassigned,,,,
raphia-frater,53.55,-113.47,AB,,unassigned,,,,
panthea-acronyctoides,53.01,-114.5,AB,,unassigned,,,,
acronicta-insularis,51.05,-114.083,AB,,unassigned,,,,
acronicta-grisea,53.564,-113.824,AB,,unassigned,,,,
acronicta-insularis,52.154,-112.712,AB,,unassigned,,,,
megalographa-biloba,51.667,-114.133,AB,,unassigned,,,,
acronicta-vulpina,53.55,-113.47,AB,,unassigned,,,,
melanchra-adjuncta,50.2,-114.44,AB,,unassigned,,,,
acronicta-grisea,52.322,-112.883,AB,,unassigned,,,,
lasionycta-mutilata,51.7,-116.49,AB,,unassigned,,,,
raphia-frater,52.09,-112.425,AB,,unassigned,,,,
diachrysia-aereoides,49.694,-112.842,AB,,unassigned,,,,
acronicta-impleta,53.326,-113.092,AB,,unassigned,,,,
acronicta-grisea,51.959,-112.941,AB,,unassigned,,,,
acronicta-impressa,52.322,-112.883,AB,,unassigned,,,,
